"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition",Note,Quantity
International,"Chilling Reign",111/198,111,Aggron,Rare,Normal,English,Unspecified,,1
International,"Chilling Reign",116/198,116,Porygon,Common,Normal,English,Unspecified,,8
International,"Chilling Reign",117/198,117,Porygon2,Uncommon,Normal,English,Unspecified,,4
International,"Chilling Reign",118/198,118,Porygon-Z,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",121/198,121,Castform,Common,Normal,English,Unspecified,,4
International,"Chilling Reign",122/198,122,Kecleon,Rare,Normal,English,Unspecified,,1
International,"Chilling Reign",122/198,122,Kecleon,Rare,"Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",126/198,126,Furfrou,Common,Normal,English,Unspecified,,5
International,"Chilling Reign",127/198,127,Skwovet,Common,Normal,English,Unspecified,,6
International,"Chilling Reign",127/198,127,Skwovet,Common,"Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",129/198,129,Agatha,Uncommon,Normal,English,Unspecified,,1
International,"Chilling Reign",130/198,130,Avery,Uncommon,Normal,English,Unspecified,,5
International,"Chilling Reign",131/198,131,Brawly,Uncommon,Normal,English,Unspecified,,3
International,"Chilling Reign",131/198,131,Brawly,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",132/198,132,Caitlin,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",133/198,133,"Crushing Gloves",Uncommon,Normal,English,Unspecified,,1
International,"Chilling Reign",134/198,134,Doctor,Uncommon,Normal,English,Unspecified,,2
International,"Chilling Reign",135/198,135,"Dyna Tree Hill",Uncommon,Normal,English,Unspecified,,4
International,"Chilling Reign",135/198,135,"Dyna Tree Hill",Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Chilling Reign",136/198,136,"Echoing Horn",Uncommon,Normal,English,Unspecified,,3
International,"Chilling Reign",136/198,136,"Echoing Horn",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",137/198,137,"Expedition Uniform",Uncommon,Normal,English,Unspecified,,3
International,"Chilling Reign",138/198,138,"Fire-Resistant Gloves",Uncommon,Normal,English,Unspecified,,2
International,"Chilling Reign",138/198,138,"Fire-Resistant Gloves",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",139/198,139,Flannery,Uncommon,Normal,English,Unspecified,,3
International,"Chilling Reign",140/198,140,"Fog Crystal",Uncommon,Normal,English,Unspecified,,6
International,"Chilling Reign",141/198,141,"Galarian Chestplate",Uncommon,Normal,English,Unspecified,,1
International,"Chilling Reign",142/198,142,Honey,Uncommon,Normal,English,Unspecified,,6
International,"Chilling Reign",144/198,144,"Karen's Conviction",Uncommon,Normal,English,Unspecified,,1
International,"Chilling Reign",144/198,144,"Karen's Conviction",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",145/198,145,Klara,Uncommon,Normal,English,Unspecified,,1
International,"Chilling Reign",146/198,146,Melony,Uncommon,Normal,English,Unspecified,,4
International,"Chilling Reign",147/198,147,"Old Cemetery",Uncommon,Normal,English,Unspecified,,3
International,"Chilling Reign",148/198,148,"Path to the Peak",Uncommon,Normal,English,Unspecified,,2
International,"Chilling Reign",148/198,148,"Path to the Peak",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",149/198,149,Peonia,Uncommon,Normal,English,Unspecified,,4
International,"Chilling Reign",150/198,150,Peony,Uncommon,Normal,English,Unspecified,,3
International,"Chilling Reign",150/198,150,Peony,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",151/198,151,"Rapid Strike Scroll of the Skies",Uncommon,Normal,English,Unspecified,,2
International,"Chilling Reign",152/198,152,"Rugged Helmet",Uncommon,Normal,English,Unspecified,,1
International,"Chilling Reign",153/198,153,Siebold,Uncommon,Normal,English,Unspecified,,6
International,"Chilling Reign",154/198,154,"Single Strike Scroll of Piercing",Uncommon,Normal,English,Unspecified,,3
International,"Chilling Reign",154/198,154,"Single Strike Scroll of Piercing",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",155/198,155,"Weeding Gloves",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Chilling Reign",156/198,156,"Welcoming Lantern",Uncommon,Normal,English,Unspecified,,1
International,"Chilling Reign",157/198,157,"Impact Energy",Uncommon,Normal,English,Unspecified,,2
International,"Chilling Reign",158/198,158,"Lucky Energy",Uncommon,Normal,English,Unspecified,,2
International,"Chilling Reign",159/198,159,"Spiral Energy",Uncommon,Normal,English,Unspecified,,3
International,"Chilling Reign",191/198,191,Flannery,"Rare Ultra","Normal Holo",English,Unspecified,,1
International,"Battle Styles",001/163,1,Bellsprout,Common,Normal,English,Unspecified,,2
International,"Battle Styles",002/163,2,Weepinbell,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Battle Styles",005/163,5,Cacturne,Uncommon,Normal,English,Unspecified,,2
International,"Battle Styles",010/163,10,Durant,Uncommon,Normal,English,Unspecified,,3
International,"Battle Styles",011/163,11,Scatterbug,Common,Normal,English,Unspecified,,1
International,"Battle Styles",012/163,12,Spewpa,Uncommon,Normal,English,Unspecified,,1
International,"Battle Styles",013/163,13,Vivillon,Rare,Normal,English,Unspecified,,1
International,"Battle Styles",014/163,14,Fomantis,Common,Normal,English,Unspecified,,1
International,"Battle Styles",021/163,21,"Victini V","Holo Rare V","Normal Holo",English,Unspecified,,1
International,"Battle Styles",023/163,23,Tepig,Common,Normal,English,Unspecified,,1
International,"Battle Styles",027/163,27,Salandit,Common,Normal,English,Unspecified,,2
International,"Battle Styles",028/163,28,Salazzle,Rare,Normal,English,Unspecified,,1
International,"Battle Styles",029/163,29,Sizzlipede,Common,Normal,English,Unspecified,,1
International,"Battle Styles",030/163,30,Centiskorch,Rare,"Reverse Holo",English,Unspecified,,1
International,"Battle Styles",031/163,31,Horsea,Common,Normal,English,Unspecified,,1
International,"Battle Styles",036/163,36,Remoraid,Common,Normal,English,Unspecified,,1
International,"Battle Styles",038/163,38,Corphish,Common,Normal,English,Unspecified,,3
International,"Battle Styles",040/163,40,"Empoleon V","Holo Rare V","Normal Holo",English,Unspecified,,1
International,"Battle Styles",042/163,42,Jellicent,Rare,Normal,English,Unspecified,,1
International,"Battle Styles",043/163,43,Bruxish,Uncommon,Normal,English,Unspecified,,1
International,"Battle Styles",044/163,44,Electabuzz,Common,Normal,English,Unspecified,,2
International,"Battle Styles",046/163,46,Shinx,Common,Normal,English,Unspecified,,1
International,"Battle Styles",047/163,47,Luxio,Uncommon,Normal,English,Unspecified,,1
International,"Battle Styles",051/163,51,"Tapu Koko VMAX","Holo Rare VMAX","Normal Holo",English,Unspecified,,1
International,"Battle Styles",052/163,52,Yamper,Common,Normal,English,Unspecified,,3
International,"Battle Styles",054/163,54,"Galarian Slowpoke",Common,Normal,English,Unspecified,,3
International,"Battle Styles",056/163,56,Grumpig,Uncommon,Normal,English,Unspecified,,3
International,"Battle Styles",057/163,57,Baltoy,Common,Normal,English,Unspecified,,1
International,"Battle Styles",058/163,58,Claydol,Rare,"Reverse Holo",English,Unspecified,,1
International,"Battle Styles",060/163,60,Espurr,Common,Normal,English,Unspecified,,2
International,"Battle Styles",066/163,66,Mankey,Common,Normal,English,Unspecified,,1
International,"Battle Styles",066/163,66,Mankey,Common,"Reverse Holo",English,Unspecified,,1
International,"Battle Styles",069/163,69,Cubone,Common,Normal,English,Unspecified,,2
International,"Battle Styles",069/163,69,Cubone,Common,"Trick or Trade 2022",English,Unspecified,,1
International,"Battle Styles",071/163,71,Gligar,Common,Normal,English,Unspecified,,1
International,"Battle Styles",073/163,73,Timburr,Common,Normal,English,Unspecified,,3
International,"Battle Styles",073/163,73,Timburr,Common,"Reverse Holo",English,Unspecified,,1
International,"Battle Styles",074/163,74,Gurdurr,Uncommon,Normal,English,Unspecified,,1
International,"Battle Styles",076/163,76,Mienfoo,Common,Normal,English,Unspecified,,2
International,"Battle Styles",076/163,76,Mienfoo,Common,"Reverse Holo",English,Unspecified,,1
International,"Battle Styles",077/163,77,Mienshao,Rare,Normal,English,Unspecified,,1
International,"Battle Styles",079/163,79,Carkol,Uncommon,Normal,English,Unspecified,,1
International,"Battle Styles",081/163,81,Silicobra,Common,Normal,English,Unspecified,,1
International,"Battle Styles",089/163,89,Zubat,Common,"Trick or Trade 2022",English,Unspecified,,2
International,"Battle Styles",090/163,90,Golbat,Uncommon,Normal,English,Unspecified,,1
International,"Battle Styles",093/163,93,Murkrow,Common,Normal,English,Unspecified,,3
International,"Battle Styles",093/163,93,Murkrow,Common,"Trick or Trade 2022",English,Unspecified,,1
International,"Battle Styles",094/163,94,Honchkrow,Uncommon,Normal,English,Unspecified,,2
International,"Battle Styles",095/163,95,Houndour,Common,Normal,English,Unspecified,,2
International,"Battle Styles",097/163,97,"Tyranitar V","Holo Rare V","Normal Holo",English,Unspecified,,1
International,"Battle Styles",101/163,101,Bronzor,Common,Normal,English,Unspecified,,2
International,"Battle Styles",103/163,103,Pawniard,Common,Normal,English,Unspecified,,3
International,"Battle Styles",106/163,106,Doublade,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Battle Styles",111/163,111,Spearow,Common,Normal,English,Unspecified,,1
International,"Battle Styles",112/163,112,Fearow,Uncommon,Normal,English,Unspecified,,2
International,"Battle Styles",115/163,115,Glameow,Common,Normal,English,Unspecified,,1
International,"Battle Styles",116/163,116,Purugly,Uncommon,Normal,English,Unspecified,,2
International,"Battle Styles",121/163,121,Bruno,Uncommon,Normal,English,Unspecified,,1
International,"Battle Styles",123/163,123,Cheryl,Uncommon,Normal,English,Unspecified,,1
International,"Battle Styles",130/163,130,Phoebe,Uncommon,Normal,English,Unspecified,,1
International,"Battle Styles",133/163,133,"Single Strike Scroll of Scorn",Uncommon,Normal,English,Unspecified,,1
International,"Battle Styles",134/163,134,"Single Strike Style Mustard",Uncommon,Normal,English,Unspecified,,3
International,"Battle Styles",135/163,135,"Sordward and Shielbert",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Battle Styles",136/163,136,"Tool Jammer",Uncommon,Normal,English,Unspecified,,1
International,"Battle Styles",137/163,137,"Tower of Darkness",Uncommon,Normal,English,Unspecified,,1
International,"Shining Fates",001/072,1,Yanma,Common,Normal,English,Unspecified,,5
International,"Shining Fates",002/072,2,Yanmega,Rare,Normal,English,Unspecified,,1
International,"Shining Fates",003/072,3,Celebi,Rare,"Reverse Holo",English,Unspecified,,1
International,"Shining Fates",004/072,4,Cacnea,Common,Normal,English,Unspecified,,8
International,"Shining Fates",005/072,5,Tropius,Uncommon,Normal,English,Unspecified,,5
International,"Shining Fates",005/072,5,Tropius,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Shining Fates",006/072,6,Rowlet,Common,Normal,English,Unspecified,,9
International,"Shining Fates",007/072,7,Dartrix,Uncommon,Normal,English,Unspecified,,10
International,"Shining Fates",008/072,8,Decidueye,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Shining Fates",011/072,11,Grookey,Common,Normal,English,Unspecified,,12
International,"Shining Fates",012/072,12,Thwackey,Uncommon,Normal,English,Unspecified,,6
International,"Shining Fates",013/072,13,Rillaboom,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Shining Fates",014/072,14,Gossifleur,Common,Normal,English,Unspecified,,7
International,"Shining Fates",014/072,14,Gossifleur,Common,"Reverse Holo",English,Unspecified,,2
International,"Shining Fates",015/072,15,Eldegoss,Uncommon,Normal,English,Unspecified,,5
International,"Shining Fates",016/072,16,Zarude,Rare,Normal,English,Unspecified,,6
International,"Shining Fates",016/072,16,Zarude,Rare,"Reverse Holo",English,Unspecified,,1
International,"Shining Fates",018/072,18,"Cinderace V","Holo Rare V","Normal Holo",English,Unspecified,,1
International,"Shining Fates",020/072,20,Horsea,Common,Normal,English,Unspecified,,9
International,"Shining Fates",021/072,21,Kyogre,"Amazing Rare","Normal Holo",English,Unspecified,,2
International,"Shining Fates",022/072,22,Buizel,Common,Normal,English,Unspecified,,6
International,"Shining Fates",023/072,23,Floatzel,Uncommon,Normal,English,Unspecified,,6
International,"Shining Fates",024/072,24,Manaphy,Rare,Normal,English,Unspecified,,1
International,"Shining Fates",025/072,25,Volcanion,Rare,Normal,English,Unspecified,,4
International,"Shining Fates",026/072,26,Chewtle,Common,Normal,English,Unspecified,,9
International,"Shining Fates",026/072,26,Chewtle,Common,"Reverse Holo",English,Unspecified,,1
International,"Shining Fates",027/072,27,Drednaw,Rare,Normal,English,Unspecified,,1
International,"Shining Fates",027/072,27,Drednaw,Rare,"Reverse Holo",English,Unspecified,,1
International,"Shining Fates",028/072,28,Cramorant,Uncommon,Normal,English,Unspecified,,7
International,"Shining Fates",029/072,29,Snom,Common,Normal,English,Unspecified,,13
International,"Shining Fates",029/072,29,Snom,Common,"Reverse Holo",English,Unspecified,,1
International,"Shining Fates",030/072,30,Frosmoth,"Rare Holo","Normal Holo",English,Unspecified,,2
International,"Shining Fates",031/072,31,Shinx,Common,Normal,English,Unspecified,,7
International,"Shining Fates",032/072,32,Luxio,Uncommon,Normal,English,Unspecified,,8
International,"Shining Fates",033/072,33,Luxray,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Shining Fates",034/072,34,Rotom,Uncommon,Normal,English,Unspecified,,9
International,"Shining Fates",035/072,35,Morpeko,Common,Normal,English,Unspecified,,10
International,"Shining Fates",036/072,36,Morpeko,Common,Normal,English,Unspecified,,7
International,"Shining Fates",036/072,36,Morpeko,Common,"Reverse Holo",English,Unspecified,,2
International,"Shining Fates",040/072,40,Trapinch,Common,Normal,English,Unspecified,,9
International,"Shining Fates",041/072,41,Koffing,Common,Normal,English,Unspecified,,9
International,"Shining Fates",043/072,43,Spinarak,Common,Normal,English,Unspecified,,14
International,"Shining Fates",044/072,44,"Crobat V","Holo Rare V","Normal Holo",English,Unspecified,,2
International,"Shining Fates",047/072,47,Nickit,Common,Normal,English,Unspecified,,5
International,"Shining Fates",049/072,49,Cufant,Common,Normal,English,Unspecified,,4
International,"Shining Fates",051/072,51,"Ditto VMAX","Holo Rare VMAX","Normal Holo",English,Unspecified,,1
International,"Shining Fates",052/072,52,Eevee,Common,Normal,English,Unspecified,,4
International,"Shining Fates",057/072,57,"Ball Guy",Uncommon,Normal,English,Unspecified,,7
International,"Shining Fates",058/072,58,"Boss's Orders",Rare,Normal,English,Unspecified,,1
International,"Shining Fates",058/072,58,"Boss's Orders",Rare,"Reverse Holo",English,Unspecified,,1
International,"Shining Fates",059/072,59,"Gym Trainer",Uncommon,Normal,English,Unspecified,,6
International,"Shining Fates",059/072,59,"Gym Trainer",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Shining Fates",061/072,61,"Rusted Shield",Uncommon,Normal,English,Unspecified,,3
International,"Shining Fates",062/072,62,"Rusted Sword",Uncommon,Normal,English,Unspecified,,5
International,"Shining Fates",063/072,63,"Team Yell Towel",Uncommon,Normal,English,Unspecified,,6
International,"Shining Fates",070/072,70,"Poké Kid","Rare Ultra","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV013/SV122,86,Flapple,"Rare Shiny","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV029/SV122,102,Drednaw,"Rare Shiny","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV048/SV122,121,"Galarian Rapidash","Rare Shiny","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV062/SV122,135,Dragapult,"Rare Shiny","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV066/SV122,139,"Galarian Runerigus","Rare Shiny","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV070/SV122,143,Silicobra,"Rare Shiny","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV075/SV122,148,Stonjourner,"Rare Shiny","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV079/SV122,152,"Galarian Linoone","Rare Shiny","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV084/SV122,157,Morgrem,"Rare Shiny","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV108/SV122,181,"Centiskorch V","Shiny Rare V","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV115/SV122,188,"Falinks V","Shiny Rare V","Normal Holo",English,Unspecified,,1
International,"Shining Fates",SV122/SV122,195,"Eternatus VMAX","Rare Secret","Normal Holo",English,Unspecified,,1
International,"McDonald's Collection 2021",3/25,3,Treecko,,Normal,English,Unspecified,,1
International,"McDonald's Collection 2021",4/25,4,Turtwig,,Normal,English,Unspecified,,1
International,"McDonald's Collection 2021",5/25,5,Snivy,,Normal,English,Unspecified,,1
International,"McDonald's Collection 2021",7/25,7,Rowlet,,Normal,English,Unspecified,,1
International,"McDonald's Collection 2021",8/25,8,Grookey,,Normal,English,Unspecified,,1
International,"McDonald's Collection 2021",9/25,9,Charmander,,Normal,English,Unspecified,,1
International,"McDonald's Collection 2021",17/25,17,Squirtle,,Normal,English,Unspecified,,1
International,"Vivid Voltage",001/185,1,Weedle,Common,Normal,English,Unspecified,,5
International,"Vivid Voltage",002/185,2,Kakuna,Uncommon,Normal,English,Unspecified,,3
International,"Vivid Voltage",002/185,2,Kakuna,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",004/185,4,Exeggcute,Common,Normal,English,Unspecified,,3
International,"Vivid Voltage",007/185,7,Yanmega,Rare,Normal,English,Unspecified,,1
International,"Vivid Voltage",008/185,8,Pineco,Common,Normal,English,Unspecified,,3
International,"Vivid Voltage",008/185,8,Pineco,Common,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",009/185,9,Celebi,"Amazing Rare","Normal Holo",English,Unspecified,,1
International,"Vivid Voltage",011/185,11,Nuzleaf,Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",012/185,12,Shiftry,Rare,Normal,English,Unspecified,,2
International,"Vivid Voltage",013/185,13,Nincada,Common,Normal,English,Unspecified,,6
International,"Vivid Voltage",015/185,15,Shaymin,"Rare Holo","Reverse Holo",English,Unspecified,,2
International,"Vivid Voltage",017/185,17,Skiddo,Common,Normal,English,Unspecified,,5
International,"Vivid Voltage",018/185,18,Gogoat,Uncommon,Normal,English,Unspecified,,4
International,"Vivid Voltage",019/185,19,Dhelmise,Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",024/185,24,Charmeleon,Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",024/185,24,Charmeleon,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",025/185,25,Charizard,Rare,Normal,English,Unspecified,,1
International,"Vivid Voltage",027/185,27,Slugma,Common,Normal,English,Unspecified,,5
International,"Vivid Voltage",028/185,28,Magcargo,Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",029/185,29,"Talonflame V","Holo Rare V","Normal Holo",English,Unspecified,,1
International,"Vivid Voltage",030/185,30,Vaporeon,Rare,Normal,English,Unspecified,,2
International,"Vivid Voltage",031/185,31,Wailmer,Common,Normal,English,Unspecified,,6
International,"Vivid Voltage",033/185,33,Oshawott,Common,Normal,English,Unspecified,,4
International,"Vivid Voltage",034/185,34,Dewott,Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",035/185,35,Samurott,Rare,Normal,English,Unspecified,,1
International,"Vivid Voltage",037/185,37,"Galarian Darmanitan VMAX","Holo Rare VMAX","Normal Holo",English,Unspecified,,1
International,"Vivid Voltage",038/185,38,Chewtle,Common,Normal,English,Unspecified,,2
International,"Vivid Voltage",039/185,39,Drednaw,Rare,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",040/185,40,Cramorant,Uncommon,Normal,English,Unspecified,,4
International,"Vivid Voltage",041/185,41,Arrokuda,Common,Normal,English,Unspecified,,1
International,"Vivid Voltage",045/185,45,Voltorb,Common,Normal,English,Unspecified,,5
International,"Vivid Voltage",045/185,45,Voltorb,Common,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",052/185,52,Manectric,Rare,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",053/185,53,Blitzle,Common,Normal,English,Unspecified,,6
International,"Vivid Voltage",054/185,54,Zebstrika,Uncommon,Normal,English,Unspecified,,3
International,"Vivid Voltage",055/185,55,Joltik,Common,Normal,English,Unspecified,,5
International,"Vivid Voltage",056/185,56,Galvantula,Uncommon,Normal,English,Unspecified,,4
International,"Vivid Voltage",057/185,57,Tynamo,Common,Normal,English,Unspecified,,10
International,"Vivid Voltage",058/185,58,Eelektrik,Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",059/185,59,Eelektross,Rare,Normal,English,Unspecified,,1
International,"Vivid Voltage",060/185,60,Zekrom,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",062/185,62,Pincurchin,Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",063/185,63,Clefairy,Common,Normal,English,Unspecified,,5
International,"Vivid Voltage",064/185,64,Clefable,Rare,Normal,English,Unspecified,,1
International,"Vivid Voltage",065/185,65,Girafarig,Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",067/185,67,Shuppet,Common,Normal,English,Unspecified,,2
International,"Vivid Voltage",069/185,69,Duskull,Common,Normal,English,Unspecified,,4
International,"Vivid Voltage",070/185,70,Dusclops,Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",072/185,72,Chimecho,Common,Normal,English,Unspecified,,5
International,"Vivid Voltage",073/185,73,Woobat,Common,Normal,English,Unspecified,,3
International,"Vivid Voltage",074/185,74,Swoobat,Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",075/185,75,Cottonee,Common,Normal,English,Unspecified,,3
International,"Vivid Voltage",077/185,77,Dedenne,Common,Normal,English,Unspecified,,2
International,"Vivid Voltage",079/185,79,Diancie,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Vivid Voltage",080/185,80,Milcery,Common,Normal,English,Unspecified,,6
International,"Vivid Voltage",083/185,83,Wooper,Common,Normal,English,Unspecified,,2
International,"Vivid Voltage",084/185,84,Quagsire,Rare,Normal,English,Unspecified,,1
International,"Vivid Voltage",085/185,85,Shuckle,Uncommon,Normal,English,Unspecified,,3
International,"Vivid Voltage",085/185,85,Shuckle,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",087/185,87,Donphan,Rare,Normal,English,Unspecified,,1
International,"Vivid Voltage",088/185,88,Hitmontop,Uncommon,Normal,English,Unspecified,,4
International,"Vivid Voltage",089/185,89,Regirock,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Vivid Voltage",090/185,90,Riolu,Common,Normal,English,Unspecified,,5
International,"Vivid Voltage",091/185,91,Drilbur,Common,Normal,English,Unspecified,,7
International,"Vivid Voltage",091/185,91,Drilbur,Common,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",092/185,92,Terrakion,Rare,Normal,English,Unspecified,,1
International,"Vivid Voltage",094/185,94,Rockruff,Common,Normal,English,Unspecified,,6
International,"Vivid Voltage",095/185,95,Lycanroc,Rare,Normal,English,Unspecified,,1
International,"Vivid Voltage",095/185,95,Lycanroc,Rare,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",096/185,96,Mudbray,Common,Normal,English,Unspecified,,3
International,"Vivid Voltage",096/185,96,Mudbray,Common,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",098/185,98,"Coalossal V","Holo Rare V","Normal Holo",English,Unspecified,,1
International,"Vivid Voltage",100/185,100,Clobbopus,Common,Normal,English,Unspecified,,3
International,"Vivid Voltage",103/185,103,Poochyena,Common,Normal,English,Unspecified,,4
International,"Vivid Voltage",104/185,104,Mightyena,Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",105/185,105,Sableye,Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",107/185,107,Sandile,Common,Normal,English,Unspecified,,7
International,"Vivid Voltage",108/185,108,Krokorok,Uncommon,Normal,English,Unspecified,,3
International,"Vivid Voltage",108/185,108,Krokorok,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",110/185,110,Trubbish,Common,Normal,English,Unspecified,,3
International,"Vivid Voltage",111/185,111,Garbodor,Rare,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",112/185,112,"Galarian Meowth",Common,Normal,English,Unspecified,,7
International,"Vivid Voltage",112/185,112,"Galarian Meowth",Common,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",116/185,116,Beldum,Common,Normal,English,Unspecified,,3
International,"Vivid Voltage",117/185,117,Metang,Uncommon,Normal,English,Unspecified,,5
International,"Vivid Voltage",122/185,122,Excadrill,Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",123/185,123,Ferroseed,Common,Normal,English,Unspecified,,6
International,"Vivid Voltage",124/185,124,Ferrothorn,Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",127/185,127,"Aegislash VMAX","Holo Rare VMAX","Normal Holo",English,Unspecified,,1
International,"Vivid Voltage",129/185,129,Duraludon,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Vivid Voltage",132/185,132,Lugia,"Rare Holo","Normal Holo",English,Unspecified,,1
International,"Vivid Voltage",133/185,133,Taillow,Common,Normal,English,Unspecified,,5
International,"Vivid Voltage",134/185,134,Swellow,Uncommon,Normal,English,Unspecified,,3
International,"Vivid Voltage",135/185,135,Whismur,Common,Normal,English,Unspecified,,6
International,"Vivid Voltage",136/185,136,Loudred,Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",137/185,137,Exploud,Rare,Normal,English,Unspecified,,1
International,"Vivid Voltage",138/185,138,Rayquaza,"Amazing Rare","Normal Holo",English,Unspecified,,1
International,"Vivid Voltage",139/185,139,Chatot,Common,Normal,English,Unspecified,,4
International,"Vivid Voltage",139/185,139,Chatot,Common,"Reverse Holo",English,Unspecified,,2
International,"Vivid Voltage",140/185,140,"Togekiss V","Holo Rare V","Normal Holo",English,Unspecified,,2
International,"Vivid Voltage",142/185,142,Tornadus,"Rare Holo","Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",143/185,143,Pikipek,Common,Normal,English,Unspecified,,5
International,"Vivid Voltage",145/185,145,Toucannon,Rare,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",148/185,148,Beauty,Uncommon,Normal,English,Unspecified,,3
International,"Vivid Voltage",149/185,149,"Cara Liss",Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",150/185,150,"Circhester Bath",Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",151/185,151,"Drone Rotom",Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",152/185,152,"Hero's Medal",Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",153/185,153,"League Staff",Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",153/185,153,"League Staff",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",155/185,155,"Memory Capsule",Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",156/185,156,"Moomoo Cheese",Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",157/185,157,Nessa,Uncommon,Normal,English,Unspecified,,3
International,"Vivid Voltage",158/185,158,Opal,Uncommon,Normal,English,Unspecified,,2
International,"Vivid Voltage",159/185,159,"Rocky Helmet",Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",160/185,160,"Telescopic Sight",Uncommon,Normal,English,Unspecified,,1
International,"Vivid Voltage",160/185,160,"Telescopic Sight",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Vivid Voltage",161/185,161,"Wyndon Stadium",Uncommon,Normal,English,Unspecified,,3
